keyword,sw,positive_occurrences,negative_occurences
from selling,-0.5508423516510951,6,4
their parents,-0.7316397223754122,3,4
to wipe,-0.8380060981530074,2,5
very good,0.5840489525953342,55,2
short bearish,-0.8920975297143242,1,4
bitches,0.4586545420650661,37,2
partnership with,0.621999873317919,31,1
cashtag ath,1.0,60,0
order for,-0.6010662452836936,10,8
womp,-0.9237297371018244,4,26
bye cashtag,-0.8629774896379377,1,3
in tears,-1.0,0,4
wee,0.5183026174588291,67,3
be rewarded,1.0,37,0
correction in,-0.5327521996266263,11,7
huge losses,-0.8629774896379377,1,3
bittrex ?,1.0,26,0
for gambling,-1.0,0,3
as forecast,-1.0,0,5
it’s hot,-0.6668411526007956,3,3
numbertag dot,-0.8629774896379377,1,3
this crazy,0.33096556093052126,13,1
investigated,-0.8920975297143242,1,4
charles ponzi,-1.0,0,3
numbertag jual,-1.0,0,3
t mind,0.5605261238806303,25,1
increasing,0.3414883947843339,82,6
big news,0.8052101618604905,75,1
yourself before,-1.0,0,3
today was,1.0,21,0
up some,0.7164434630640728,94,2
lows lower,-1.0,0,3
anyway to,-0.5882530720071828,4,3
with low,0.38638169238870973,15,1
ltc to,0.4710847957823278,58,3
cashtag within,0.4465711733104764,54,3
energy consumption,-0.5882530720071828,4,3
cashtag demand,0.33096556093052126,13,1
laughing all,-0.8062277664267054,2,4
cashtag yay,0.41048491072719356,16,1
watch list,1.0,29,0
on verge,0.41815284065348585,33,2
ledger nano,1.0,28,0
evening star,-0.8629774896379377,1,3
its future,-0.6668411526007956,3,3
coming lol,-0.6668411526007956,3,3
my gold,-0.8629774896379377,1,3
falling !,-0.7063798059533952,5,6
cashtag friends,0.452962109831533,18,1
term bear,-0.8380060981530074,2,5
brings,0.5733352816478333,53,2
cashtag usd,0.3970406253082127,63,4
gox numbertag,-1.0,0,3
btc cashtag,0.3531214523273957,56,4
earn,0.3462474069059664,55,4
jumping off,-0.6668411526007956,3,3
up more,0.7006911884419837,133,3
some bitcoin,0.5436535492198763,48,2
can add,0.3599938307570252,14,1
only i,0.41048491072719356,16,1
liftoff,0.8147892248812904,80,1
numbertag more,0.3666245001398877,362,24
both of,0.4892415452180471,20,1
breakout on,1.0,21,0
your time,0.32803603217421423,26,2
close !,0.4325969275284307,17,1
of electricity,-1.0,0,4
idol worshipping,-1.0,0,4
arbs exist,-1.0,0,3
we made,0.41048491072719356,16,1
added more,1.0,102,0
iota ?,0.33096556093052126,13,1
fomo is,0.6036997936124114,29,1
today so,0.4892415452180471,20,1
sold !,-0.5327521996266263,11,7
would become,-0.8920975297143242,1,4
here be,-0.5882530720071828,4,3
different this,-0.6668411526007956,3,3
want btc,-0.7569110345086869,2,3
numbertag looking,0.3568347420292679,28,2
“i,0.3599938307570252,14,1
verified,0.7714137457591828,61,1
schemes,-0.6053849026073074,5,4
with eth,1.0,28,0
cashtag setting,0.3568347420292679,28,2
but long,0.3599938307570252,14,1
sure to,0.3568347420292679,28,2
my biggest,0.4892415452180471,20,1
hours !,0.621999873317919,31,1
breakout !,1.0,40,0
rocketing,1.0,22,0
all in,0.5355593706205491,347,14
of steel,1.0,19,0
be released,0.41048491072719356,16,1
this short,-0.7741206492801359,3,5
champagne,0.548056428133535,24,1
save your,-0.919690453214486,3,18
cashtag negtag_looking,-0.8280118328088293,5,12
your bets,-0.615589775930853,6,5
we think,0.38638169238870973,15,1
selling his,-0.7569110345086869,2,3
go sub,-0.8629774896379377,1,3
drain,-0.7864651259674736,6,11
looks great,0.4892415452180471,20,1
scheme to,-1.0,0,5
do to,0.41048491072719356,16,1
those holding,-0.665267278650777,4,4
and negtag_look,0.452962109831533,18,1
me down,0.38638169238870973,15,1
investigated for,-0.8629774896379377,1,3
breaking numbertag,0.45913852352880774,56,3
week for,0.548056428133535,24,1
crypto crap,-1.0,0,3
new bottom,0.548056428133535,24,1
shoulder forming,-0.8042616563948105,3,6
cashtag sodl,-1.0,0,5
are delusional,-0.8920975297143242,1,4
any news,0.7021812724445536,43,1
youll,0.4325969275284307,17,1
down even,-0.6639734443552776,5,5
relax !,0.41048491072719356,16,1
only green,0.3599938307570252,14,1
people still,-0.5437220668273015,18,12
your balance,-0.5882530720071828,4,3
shares of,1.0,21,0
comeback,1.0,34,0
jordan belfort,-0.8380060981530074,2,5
it rip,1.0,20,0
nothing backing,-1.0,0,3
buy wall,0.6737289119183307,38,1
housing bubble,-0.7063798059533952,5,6
m very,0.33096556093052126,13,1
shit this,0.452962109831533,18,1
announcements,0.5722646622794828,26,1
sub,-0.5609301064293977,123,93
ripple xrp,0.40694545234051327,32,2
new accounts,0.3599938307570252,14,1
fads,-1.0,0,3
but have,0.5206215071792827,22,1
last v,-1.0,0,3
hoards,-0.7569110345086869,2,3
linktag from,-0.6933938163008592,7,8
! congrats,1.0,36,0
to vegas,-0.8380060981530074,2,5
from high,-0.5484319463767086,9,6
oh negtag_!,-0.5707693837642815,7,5
dang,0.44003862772406804,53,3
program,0.4717857232851775,19,1
warn,-0.7890535317767505,12,23
there in,0.38638169238870973,15,1
and control,-0.6668411526007956,3,3
has nice,-0.6668411526007956,3,3
know we,1.0,21,0
helps,0.3830205283628975,30,2
this pullback,1.0,19,0
over and,0.3092368295158461,50,4
lets go,0.6566334722138324,345,9
actually uses,-1.0,0,3
gets back,0.4325969275284307,17,1
breakdown,-0.8567304812566796,9,28
beef,-0.8062277664267054,2,4
big in,0.5054777494347722,21,1
getting ready,0.5415352615262106,122,5
bashers,0.7213276301017313,47,1
gang,0.3568347420292679,28,2
higher it,1.0,21,0
strong and,1.0,35,0
research on,0.33096556093052126,13,1
! sad,-0.8629774896379377,1,3
btcusd tf,-0.7316397223754122,3,4
penny stock,-0.5724126632376589,23,17
let family,-0.8629774896379377,1,3
numbertag byte,-1.0,0,3
cashtag virtual,-0.6668411526007956,3,3
biggest ponzi,-0.8629774896379377,1,3
king is,0.3599938307570252,14,1
think maybe,-0.8629774896379377,1,3
bears,0.4452016778526935,2746,131
of eth,0.6673023320733663,37,1
free fallin,-1.0,0,11
sep numbertag,-0.8920975297143242,1,4
rude awakening,-0.7569110345086869,2,3
pullback is,0.3427868649176434,27,2
cashtag position,0.32803603217421423,26,2
icbm,-0.7569110345086869,2,3
bears just,0.5722646622794828,26,1
valuation,0.3053484765304754,37,3
musical,-0.8629774896379377,1,3
lost all,-0.8042616563948105,3,6
we r,0.3568347420292679,28,2
amp s,-0.6495600365501653,33,33
will soar,0.452962109831533,18,1
i had,0.3433248182826357,224,16
did coinbase,-0.6668411526007956,3,3
get scared,1.0,21,0
reg is,-1.0,0,3
cashtag bearish,-0.9040235998110318,10,52
that holds,-0.6668411526007956,3,3
terrorism,-0.8920975297143242,1,4
bagholders get,-1.0,0,3
what day,1.0,23,0
freefall,-0.9014926372327723,4,19
get caught,-0.6559614327299108,16,16
better sell,-0.7768071090325253,8,14
🎯,-0.6581694601452992,12,12
charts at,-0.7569110345086869,2,3
cashtag wallstreet,-0.7508803610695988,6,9
treat this,-0.8062277664267054,2,4
turd,-0.8625725116385741,10,33
being pumped,-0.7569110345086869,2,3
crypto trades,-0.6668411526007956,3,3
tank this,-0.9454947569031982,1,9
bout,0.5451630806474203,149,6
topped,-0.6990181626188339,6,7
reg,-0.615589775930853,6,5
for breakdown,-1.0,0,3
i respect,-0.7569110345086869,2,3
spigot,-1.0,0,3
eoy numbertag,0.4491253577678456,36,2
sitting at,0.4717857232851775,19,1
volatile to,-0.7569110345086869,2,3
to chase,0.3723707167173832,44,3
moar,0.33096556093052126,13,1
still falling,-0.8629774896379377,1,3
short is,-0.9104912270549623,1,5
replaced by,-0.7741206492801359,3,5
xrp is,0.3122069965865012,76,6
nice knowing,-0.8062277664267054,2,4
monopoly,-0.8125046641094412,6,13
🚣🚣,1.0,26,0
numbertag decline,-0.8629774896379377,1,3
is true,0.3568347420292679,28,2
soars,0.4325969275284307,17,1
usertag good,0.41048491072719356,16,1
cashtag blood,-0.7122320795783296,8,10
cashtag rejected,-0.7165349290792797,4,5
than coinbase,0.548056428133535,24,1
mexico,0.38638169238870973,15,1
can u,0.4325969275284307,17,1
hard by,-0.8629774896379377,1,3
target quot,-0.6668411526007956,3,3
fuck charlie,-0.7569110345086869,2,3
drop more,-0.5707693837642815,7,5
now let,0.5722646622794828,26,1
bounce numbertag,-0.6639734443552776,5,5
jed,-0.7810246313013185,4,7
negtag_real value,-0.8380060981530074,2,5
yeah !,0.4933825402370701,41,2
remains in,-0.5882530720071828,4,3
judgement,-0.6668411526007956,3,3
₿ ₿,1.0,63,0
owe,0.33096556093052126,13,1
fastest,0.7848819090567687,66,1
hns,-1.0,0,3
sign up,1.0,45,0
doing is,-0.5882530720071828,4,3
volume,0.30775614414784497,1164,87
to destroy,-0.8014929564035642,5,10
pokemon,-1.0,0,5
empty,-0.6588050013079936,11,11
negtag_allowed,-0.8629774896379377,1,3
miners going,-0.8629774896379377,1,3
x,0.42276697355970677,1107,60
of crash,-0.8629774896379377,1,3
correction ?,-0.6628650039744796,6,6
santa numbertag,-0.8920975297143242,1,4
toast,-0.7093424322968369,12,15
now oh,-0.8629774896379377,1,3
just buy,0.5157237219325641,182,8
am numbertag,0.33096556093052126,13,1
with stops,-0.8062277664267054,2,4
george,-0.8062277664267054,2,4
of xrp,0.3547389060198104,42,3
harder than,-0.5707693837642815,7,5
dilly dilly,1.0,19,0
! just,0.42160561418093273,102,6
☺️,0.5833362974794111,27,1
bcash is,-0.8896486967897889,2,8
off again,0.6857999920691883,40,1
s do,0.530448998427985,46,2
spread on,-0.8629774896379377,1,3
still up,0.6920568415082832,84,2
cotton,0.7072345518767748,44,1
is different,-0.6933938163008592,7,8
eventually crash,-1.0,0,3
porn,0.3599938307570252,14,1
whoa,0.3851899056489805,61,4
be triggered,-1.0,0,3
numbertag worst,-0.5707693837642815,7,5
predict bigger,-1.0,0,3
bulls think,-1.0,0,5
that we,0.48189565738209156,101,5
💪🏻,1.0,27,0
reacts,-0.5882530720071828,4,3
in value,0.5833362974794111,27,1
! look,0.5833362974794111,27,1
tight,0.3466140304595148,226,16
numbertag tonight,0.5483104641002823,229,9
large sell,-1.0,0,3
mocked,-1.0,0,3
gates,0.4529355892472113,55,3
least you,-0.7810246313013185,4,7
drops in,-0.6668411526007956,3,3
cashtag losing,-0.8585038856267591,3,9
and levels,1.0,20,0
frauds,-0.5882530720071828,4,3
path to,0.3599938307570252,14,1
long position,1.0,32,0
bears at,0.5235227355799386,45,2
look out,-0.5743694407887436,46,35
do it,0.34708772890577894,183,13
mt,-0.7228640430171124,12,16
someone explain,-0.5508423516510951,6,4
fast enough,0.3599938307570252,14,1
pumped and,-0.8920975297143242,1,4
is bull,-0.5484319463767086,9,6
eth !,0.5833362974794111,27,1
ponzi,-0.7400379075308774,47,73
my cfd,-1.0,0,3
then boom,0.452962109831533,18,1
arrogant,-0.8896486967897889,2,8
that even,0.33096556093052126,13,1
? yeah,-0.5508423516510951,6,4
pos is,-0.8014929564035642,5,10
more pain,-0.9232226479868434,1,6
short squeeze,1.0,39,0
tiny door,-1.0,0,3
where i,0.366392551253192,58,4
out leaving,-1.0,0,3
value here,-0.7316397223754122,3,4
negatives,-0.6668411526007956,3,3
! thanks,0.6385427048478118,33,1
this sub,-0.7569110345086869,2,3
made millions,-0.5882530720071828,4,3
usertag to,-0.8062277664267054,2,4
sell before,-0.8009353400752149,18,38
break below,-0.9104912270549623,1,5
ban bitcoin,-0.7316397223754122,3,4
dropped cashtag,-0.5508423516510951,6,4
milennials,-1.0,0,3
sell now,-0.6673319448850787,57,63
go cashtag,0.5184274965519163,90,4
ramen,-0.8027458753023257,4,8
couple more,1.0,20,0
big things,1.0,26,0
toes,-0.9540105830179073,1,11
gonna go,0.5036398604140968,64,3
ny,0.38638169238870973,15,1
and that’s,0.33096556093052126,13,1
dont understand,-0.6889271048368247,8,9
profits before,-0.7741206492801359,3,5
huge sells,-0.8062277664267054,2,4
cashtag eu,-0.7569110345086869,2,3
to one,0.33096556093052126,13,1
currency to,-0.626915619318665,8,7
moving up,0.8326178608585955,91,1
free fall,-0.7978205510593043,9,18
over here,0.41450289659730244,83,5
shorting futures,-0.9104912270549623,1,5
money why,-0.7569110345086869,2,3
ding,1.0,28,0
m back,0.40694545234051327,32,2
me short,-1.0,0,3
by roger,-1.0,0,3
cashtag biggest,-0.5981513665864445,40,33
cashtag avg,1.0,24,0
boom !,0.6306101911667816,168,5
this fraud,-0.9325878416259193,1,7
very possible,0.41048491072719356,16,1
usertag buy,1.0,22,0
this planet,-0.8920975297143242,1,4
run here,1.0,31,0
point !,1.0,19,0
re selling,-0.6639734443552776,5,5
might buy,-0.7316397223754122,3,4
through cashtag,0.6557701018434591,72,2
xrp x,0.5677450295099664,52,2
now short,-1.0,0,3
bla,-0.8027458753023257,4,8
be added,1.0,33,0
cashtag breakout,1.0,136,0
af,0.3418994894353076,110,8
she go,0.41048491072719356,16,1
knows this,0.33096556093052126,13,1
into real,-0.7569110345086869,2,3
on at,0.38638169238870973,15,1
arise,0.33096556093052126,13,1
work and,0.5206215071792827,22,1
want in,0.3531214523273957,56,4
did to,-0.6668411526007956,3,3
only take,-1.0,0,3
knees and,-1.0,0,7
wiped,-0.8004146216546842,6,12
searching,-0.6668411526007956,3,3
dips below,1.0,19,0
to face,-0.7569110345086869,2,3
of thin,-0.8042616563948105,3,6
bitcoin ban,-0.8629774896379377,1,3
focus on,0.6130870664470991,30,1
negtag_expecting,-0.6053849026073074,5,4
thing crashes,-1.0,0,3
i be,0.3125256804768438,25,2
oh dear,-0.8629774896379377,1,3
history books,-0.8062277664267054,2,4
crash hard,-0.8027458753023257,4,8
scam i,-0.7569110345086869,2,3
im so,0.3599938307570252,14,1
fall and,-0.5484319463767086,9,6
to spend,0.5054777494347722,21,1
rejection,-0.7063798059533952,5,6
i should,0.4852110593199957,123,6
cashtag she,0.40705110967487507,182,11
hasn numbertag,0.3726554938322466,74,5
take me,0.4325969275284307,17,1
dun,-0.8602936246701989,2,6
bitcoin litecoin,0.621999873317919,31,1
get started,0.38638169238870973,15,1
lost here,-0.7569110345086869,2,3
killing it,0.7559412512225991,56,1
of dumping,-0.7569110345086869,2,3
ibm,1.0,52,0
bitcoin exchanges,-0.5842211290173311,8,6
m getting,1.0,29,0
your lesson,-0.7569110345086869,2,3
into ltc,1.0,38,0
ban is,-0.7316397223754122,3,4
has bought,-0.5882530720071828,4,3
is negtag_looking,-0.7741206492801359,3,5
question how,-0.5882530720071828,4,3
coins but,0.5605261238806303,25,1
lt gt,-0.8602936246701989,2,6
cashtag sucks,-0.6053849026073074,5,4
year of,0.6036997936124114,29,1
and ethereum,0.4851707784046902,40,2
cashtag daddy,1.0,21,0
✔,-1.0,0,3
sad thing,-1.0,0,3
in bubble,-0.6795983898446143,11,12
let numbertag,0.44671161966930734,1047,53
numbertag peeps,-0.8629774896379377,1,3
haters,0.5535420131207858,127,5
it best,-0.5882530720071828,4,3
over guys,-0.6668411526007956,3,3
crap !,-0.546575167789208,12,8
be spent,-1.0,0,4
value is,-0.5489907148442429,22,15
have another,0.3427868649176434,27,2
numbertag eye,-1.0,0,3
their quot,-0.5882530720071828,4,3
great entry,1.0,25,0
crap is,-0.8380060981530074,2,5
beginning after,-1.0,0,3
be green,1.0,21,0
am so,0.452962109831533,18,1
caution,-0.939783098793956,1,8
cashtag expensive,-0.8629774896379377,1,3
be for,0.33096556093052126,13,1
ppl still,-0.6053849026073074,5,4
cashtag consolidation,0.7525650114137299,55,1
binance for,1.0,37,0
up if,0.3547389060198104,42,3
friday night,0.4717857232851775,19,1
get greedy,-0.5882530720071828,4,3
hold i,0.33096556093052126,13,1
flash crashes,-0.727630013083827,6,8
bear traps,0.33096556093052126,13,1
bitstamp current,-1.0,0,4
flush,-0.6677558933046834,36,39
this falls,-0.8768432673247062,2,7
breaking down,-0.6942636629676553,12,14
rig,0.3599938307570252,14,1
break that,0.4578629450395776,94,5
bagger,0.6605913234921311,36,1
fall back,-0.5625258061800908,10,7
sell blocks,-0.7569110345086869,2,3
sheep to,-0.8920975297143242,1,4
drops below,-0.665267278650777,4,4
angered,-1.0,0,3
true price,-0.8602936246701989,2,6
rich they,-0.8629774896379377,1,3
that one,0.32803603217421423,26,2
wow its,-0.7569110345086869,2,3
cashtag w,0.5605261238806303,25,1
iphone,0.5054777494347722,21,1
so excited,0.33096556093052126,13,1
from top,-0.6639734443552776,5,5
even short,-0.6668411526007956,3,3
next target,0.6969325290408308,42,1
much higher,0.4885040230662386,82,4
big volume,0.5206215071792827,22,1
days lol,-0.5882530720071828,4,3
pumping it,-0.7165349290792797,4,5
hodl hodl,0.7229499051134768,97,2
everyone from,-0.6668411526007956,3,3
accumulation,0.4138847433221366,66,4
up on,0.3853278993846818,300,19
numbertag ma,0.4325969275284307,17,1
of things,1.0,23,0
cat bounce,-0.8845186269464994,12,50
to exit,-0.8280118328088293,5,12
stones,-0.5882530720071828,4,3
fair warning,-0.7316397223754122,3,4
in tight,-0.6668411526007956,3,3
virtual coins,-1.0,0,3
holding steady,0.452962109831533,18,1
bargain,1.0,66,0
bull !,1.0,22,0
im going,1.0,22,0
user,1.0,30,0
holding till,0.5347826218959549,23,1
b… linktag,-1.0,0,3
scam ?,-0.7386001386280788,5,7
has increased,-0.5882530720071828,4,3
are loading,0.41048491072719356,16,1
next push,0.41048491072719356,16,1
predictions ?,1.0,27,0
much greed,-0.7569110345086869,2,3
byte,-1.0,0,3
? 😂,0.6737289119183307,38,1
cbs,-0.8602936246701989,2,6
dont lose,-0.6668411526007956,3,3
crossing,1.0,30,0
cover numbertag,-1.0,0,4
their cashtag,0.37023061797052936,29,2
sell sell,-0.8198211890834745,60,158
this volume,0.4325969275284307,17,1
down linktag,-0.8768432673247062,2,7
mania of,-1.0,0,3
ransom,-0.8920975297143242,1,4
this too,0.5054777494347722,21,1
this or,0.3568347420292679,28,2
us to,0.5275530390947203,69,3
! numbertag,0.3578867393820295,308,21
get rekt,-0.6053849026073074,5,4
throwing your,-1.0,0,3
and dip,0.3599938307570252,14,1
connected,0.41048491072719356,16,1
issuing,-0.7569110345086869,2,3
bold,0.3599938307570252,14,1
baby,0.45619347643503444,972,48
be shut,-0.8629774896379377,1,3
s pump,-0.5882530720071828,4,3
drops like,-0.665267278650777,4,4
of billions,-0.8920975297143242,1,4
cashtag centralized,-0.6668411526007956,3,3
pay cashtag,-0.7063798059533952,5,6
cashtag govt,-0.8629774896379377,1,3
depth,0.5833362974794111,27,1
cashtag woo,0.7023523345631246,88,2
tank,-0.6715757154402036,56,63
! best,0.3599938307570252,14,1
start shorting,-1.0,0,3
in just,0.3158980345165393,38,3
is high,1.0,20,0
lambo,0.49601126801833617,149,7
are to,-0.5508423516510951,6,4
north korea,-0.5351310944813344,23,15
perspective,0.5990487502250245,58,2
tumble,-0.8602936246701989,2,6
hold strong,1.0,33,0
cashtag timber,-0.9524390233504607,3,34
here 😂,-0.6053849026073074,5,4
