keyword,sw,positive_occurrences,negative_occurences
imagine when,0.621999873317919,31,1
off on,0.3599938307570252,14,1
using credit,-0.5882530720071828,4,3
❤️,0.5722646622794828,26,1
want cashtag,0.3830205283628975,30,2
cashtag dec,0.33096556093052126,13,1
baby go,0.37023061797052936,29,2
look into,0.6385427048478118,33,1
takes off,0.6969325290408308,42,1
in slow,-0.5882530720071828,4,3
coins when,0.452962109831533,18,1
feeling good,1.0,21,0
tough to,-0.7316397223754122,3,4
sub numbertag,-0.6342392941856951,69,67
is dropping,-0.5662330787039724,14,10
comfortable,0.4892415452180471,20,1
paid off,0.38638169238870973,15,1
to anyone,0.4717857232851775,19,1
real gold,-1.0,0,4
huge gains,0.548056428133535,24,1
dump again,-0.8920975297143242,1,4
reply,0.33096556093052126,13,1
farce,-1.0,0,3
gains evaporate,-1.0,0,3
up must,-0.6933938163008592,7,8
like how,0.5206215071792827,22,1
growing,0.5491323255710518,151,6
san,0.33096556093052126,13,1
tangible,-0.6618893811456463,7,7
my phone,0.7072345518767748,44,1
cashtag negtag_stopping,0.41048491072719356,16,1
bye bitcoin,-1.0,0,6
gift,0.48587645069145274,187,9
made it,0.5937978566725238,28,1
get wiped,-0.7316397223754122,3,4
🌙,1.0,58,0
you wait,-0.5508423516510951,6,4
cus,-0.8042616563948105,3,6
chart update,-0.8700817629802696,3,10
you took,-0.5882530720071828,4,3
in dollars,-0.6053849026073074,5,4
correction soon,-0.6668411526007956,3,3
targets numbertag,-0.5882530720071828,4,3
what time,1.0,32,0
cross is,-0.8629774896379377,1,3
running !,1.0,35,0
crumble,-0.7316397223754122,3,4
potential cashtag,0.4325969275284307,17,1
ponzi scam,-0.8629774896379377,1,3
skyrocketing,0.32803603217421423,26,2
garbage ?,-1.0,0,3
profits now,-0.5625258061800908,10,7
s my,0.6914764081612377,41,1
pattern linktag,-0.665267278650777,4,4
can tell,0.5833362974794111,27,1
m ready,0.6036997936124114,29,1
and sees,-0.5882530720071828,4,3
💀,-0.7569110345086869,2,3
up big,0.41815284065348585,33,2
come for,-0.5882530720071828,4,3
then we,0.4057558095630953,81,5
tape,-0.832444873039424,6,15
warnings,-0.6668411526007956,3,3
! next,0.40694545234051327,32,2
fall after,-0.7569110345086869,2,3
! !”,-0.6668411526007956,3,3
far down,-0.7569110345086869,2,3
coinbase numbertag,0.6857999920691883,40,1
to throw,0.32803603217421423,26,2
cashtag amp,0.44576381650965746,261,14
cashtag cashing,-0.6668411526007956,3,3
and litecoin,0.6487704810992423,70,2
gut this,-1.0,0,4
binance ?,0.7654899388725086,59,1
have lift,1.0,32,0
cashtag worst,-0.8444054262760149,3,8
unicorns,-0.8062277664267054,2,4
numbertag cover,-0.9104912270549623,1,5
awful,-0.5625258061800908,10,7
long numbertag,1.0,40,0
highlighted,-0.6053849026073074,5,4
charges,-0.615589775930853,6,5
miner,0.6215599404113145,63,2
sel,-0.8629774896379377,1,3
buy quot,0.41048491072719356,16,1
and monthly,-0.8629774896379377,1,3
free !,0.3599938307570252,14,1
cashtag dude,0.5937978566725238,28,1
extra,0.4924721901521581,83,4
bears still,0.5722646622794828,26,1
currency !,1.0,19,0
die die,-1.0,0,4
batman,0.4892415452180471,20,1
their own,-0.5396683276188261,30,20
we wait,0.33096556093052126,13,1
or buy,1.0,47,0
caves,1.0,19,0
diluted,-0.8920975297143242,1,4
coinbase gdax,0.33595541896880493,40,3
facts,0.5436535492198763,48,2
hold !,0.7908634830233515,141,2
cashtag picked,1.0,61,0
article,0.48042749905538845,142,7
go further,-0.6668411526007956,3,3
cashtag ah,0.548056428133535,24,1
of shit,-0.6199329897537615,15,13
now lets,0.3830205283628975,30,2
us for,-0.6222679317559515,7,6
soon come,-0.7569110345086869,2,3
friends !,0.5605261238806303,25,1
busting,1.0,19,0
who was,0.4325969275284307,17,1
many buyers,0.3599938307570252,14,1
ziddu,-1.0,0,13
charlie back,-1.0,0,3
potential for,1.0,29,0
dcb,-1.0,0,3
getting ugly,-1.0,0,4
® numbertag,-1.0,0,3
cashtag overbought,-0.9572766665297502,1,12
jump ship,-0.7316397223754122,3,4
fall apart,-1.0,0,3
cashtag 💥,1.0,27,0
im out,-0.7508803610695988,6,9
potential,0.3082465898950786,428,33
thing goes,-0.5508423516510951,6,4
hype !,-0.5508423516510951,6,4
by march,0.3568347420292679,28,2
to doge,-0.6668411526007956,3,3
destined for,-1.0,0,4
save yourself,-0.9501455727997011,1,10
litecoin is,0.30466895340051053,138,11
cashtag cnbc,0.6376566320603281,67,2
couldnt,-0.5842211290173311,8,6
investments,0.32335849900253,65,5
lulz,-0.7316397223754122,3,4
garbage coin,-0.6668411526007956,3,3
lit,0.5647185177661067,78,3
they may,-0.5707693837642815,7,5
keep hodling,0.4325969275284307,17,1
im in,0.7213276301017313,47,1
👍🏻,1.0,24,0
be illegal,-0.7569110345086869,2,3
rage,0.33096556093052126,13,1
it right,0.5235227355799386,45,2
ark,0.6225434865234241,96,3
regression,-0.8062277664267054,2,4
we broke,0.621999873317919,31,1
for levels,-1.0,0,4
on credit,-0.7817949527113989,12,22
major crash,-0.8629774896379377,1,3
away ?,-0.5882530720071828,4,3
bitcoin hits,0.452962109831533,18,1
to replace,-0.6222679317559515,7,6
through that,0.32803603217421423,26,2
scared money,1.0,43,0
m negtag_a,-0.5882530720071828,4,3
my algorithm,-0.8629774896379377,1,3
volume is,0.3553301028649474,114,8
infinity,0.6130870664470991,30,1
pisses,-0.7569110345086869,2,3
! :),0.7340122950175694,50,1
shit coin,-0.6110348648530947,12,10
in ponzi,-1.0,0,3
ltc will,0.4586545420650661,37,2
cashtag blow,-0.6639734443552776,5,5
uses bitcoin,-0.8920975297143242,1,4
in week,0.3122069965865012,76,6
negtag_matter what,0.3568347420292679,28,2
numbertag litecoin,1.0,37,0
creator is,-0.665267278650777,4,4
should’ve sold,-0.6053849026073074,5,4
knife !,-0.9232226479868434,1,6
anyone know,0.5365252226786376,120,5
or lower,-0.7864651259674736,6,11
in with,0.6688826234543825,76,2
crypto land,0.4325969275284307,17,1
that easy,0.33096556093052126,13,1
get verified,1.0,20,0
lower tomorrow,-1.0,0,3
to purchase,0.41935987889127735,50,3
numbertag pts,-0.665267278650777,4,4
sellers will,0.33096556093052126,13,1
suck in,-1.0,0,4
fallin,-1.0,0,15
hit hard,-0.7569110345086869,2,3
ios,0.5937978566725238,28,1
manage your,-0.6668411526007956,3,3
miners are,-0.5508423516510951,6,4
👍🏽,-0.7741311494725722,7,12
changer,0.5937978566725238,28,1
exponential,0.3830205283628975,30,2
free falling,-0.8062277664267054,2,4
bearish targets,-1.0,0,3
hang in,0.33096556093052126,13,1
di,-0.665267278650777,4,4
bulls should,-0.9232226479868434,1,6
yikes,-0.7244609211551029,19,26
wheels are,-1.0,0,3
carnage,-0.7569110345086869,2,3
know some,-0.665267278650777,4,4
are working,0.4325969275284307,17,1
beware,-0.6275572259576397,20,18
your home,-1.0,0,4
long blockchain,-0.8629774896379377,1,3
very ugly,-0.9104912270549623,1,5
making with,-1.0,0,3
! people,0.41048491072719356,16,1
to panic,0.6969325290408308,42,1
was quick,0.38638169238870973,15,1
negtag_different,-0.7063798059533952,5,6
huobi,0.33096556093052126,13,1
personal,0.5937978566725238,28,1
eh,0.5347826218959549,23,1
bitcoin bearish,-0.9232226479868434,1,6
about litecoin,0.452962109831533,18,1
geeks,-0.8062277664267054,2,4
monday !,0.3125256804768438,25,2
s first,0.33096556093052126,13,1
check,0.459102750158263,704,35
linear,-0.615589775930853,6,5
down another,-0.727630013083827,6,8
got some,0.511320156907905,88,4
xrp numbertag,1.0,22,0
it didn,0.3599938307570252,14,1
that when,0.38638169238870973,15,1
on bithumb,0.6914764081612377,41,1
? yall,-1.0,0,3
shorted to,-1.0,0,3
will burst,-0.615589775930853,6,5
buy zone,0.3427868649176434,27,2
me money,0.4892415452180471,20,1
on fire,0.614115988692726,93,3
it’s negtag_a,0.33096556093052126,13,1
clobbered,-0.8629774896379377,1,3
it feels,0.5722646622794828,26,1
future is,0.4264406329401676,51,3
on every,0.7340122950175694,50,1
t got,0.33096556093052126,13,1
btcusd short,-0.9211144752212642,2,12
cashtag enjoy,-0.5889048472309126,18,14
left holding,-0.8629774896379377,1,3
unsustainable,-0.8920975297143242,1,4
might just,0.33096556093052126,13,1
negtag_wonder,-0.5484319463767086,9,6
credible,-0.7569110345086869,2,3
bulls for,-1.0,0,3
your real,-1.0,0,3
cryptocurrency and,0.6673023320733663,37,1
and faster,0.33096556093052126,13,1
bullish pennant,0.452962109831533,18,1
short futures,-0.6053849026073074,5,4
real ‘wolf,-1.0,0,3
waiting cme,-1.0,0,3
rigged,-0.8062277664267054,2,4
resis,-0.5882530720071828,4,3
still at,0.3427868649176434,27,2
set it,1.0,19,0
to buying,0.4325969275284307,17,1
bubble scam,-1.0,0,3
like charlie,-0.6053849026073074,5,4
gaming,0.3599938307570252,14,1
happy holidays,0.3427868649176434,27,2
up these,0.38638169238870973,15,1
customers went,-1.0,0,5
etn,0.3454983656557177,41,3
turn lower,-1.0,0,5
site to,0.3599938307570252,14,1
wow is,-0.6668411526007956,3,3
forecast linktag,-0.8027458753023257,4,8
and open,0.3599938307570252,14,1
m looking,0.5054777494347722,21,1
fraud fraud,-1.0,0,4
will jump,1.0,32,0
bears lol,0.4717857232851775,19,1
your coin,0.5054777494347722,21,1
great to,1.0,23,0
cashtag millennial,-1.0,0,3
do any,-0.665267278650777,4,4
it till,-0.615589775930853,6,5
and roger,-0.9325878416259193,1,7
n dump,-0.7065826210574493,9,11
and ripple,0.5347826218959549,23,1
beating,0.40694545234051327,32,2
for anything,-0.5508423516510951,6,4
my ethereum,0.33096556093052126,13,1
is possible,0.43921519910223294,35,2
fast to,0.5206215071792827,22,1
lightning network,0.39688885859990947,47,3
said crypto,-0.8629774896379377,1,3
t and,-0.665267278650777,4,4
went short,-0.9104912270549623,1,5
cashtag ho,0.38638169238870973,15,1
october numbertag,0.4325969275284307,17,1
is good,0.3297709221124331,216,16
to us,1.0,35,0
exiting as,-1.0,0,3
cards !,-0.665267278650777,4,4
as addresses,-1.0,0,3
shix,-0.7569110345086869,2,3
of january,0.3599938307570252,14,1
nice bounce,0.41815284065348585,33,2
? human,-1.0,0,3
of millennials,-0.8920975297143242,1,4
cashtag inception,-1.0,0,3
sell while,-0.8042616563948105,3,6
and steady,0.7989179692884563,72,1
scam cashtag,-0.8062277664267054,2,4
over folks,-0.8062277664267054,2,4
preparing for,1.0,19,0
licking their,-0.8629774896379377,1,3
cryptoposse,0.8963449927916375,166,1
did my,0.38638169238870973,15,1
gld,-0.665267278650777,4,4
dimon says,-0.939783098793956,1,8
ve bought,0.3599938307570252,14,1
more bearish,-0.7569110345086869,2,3
price one,-1.0,0,3
rip !,0.6857999920691883,40,1
bearer,-0.8629774896379377,1,3
of making,-0.5882530720071828,4,3
heading up,0.452962109831533,18,1
negtag_replace,-0.8062277664267054,2,4
lose lot,-1.0,0,6
big day,1.0,20,0
new numbertag,0.3092368295158461,50,4
at one,0.4892415452180471,20,1
now fun,-1.0,0,3
bombs,-0.8998702086067211,2,9
btc fanboys,-1.0,0,5
feds,-0.6407840144134798,18,17
all now,-0.9104912270549623,1,5
shoulders,-0.5453210295109954,66,46
cashtag mt,-0.7569110345086869,2,3
cashtag strap,0.33096556093052126,13,1
me in,0.3723707167173832,44,3
? too,-0.5508423516510951,6,4
hodling,0.5409222016923073,275,11
still can,-0.5777406465161581,20,15
after btc,0.41048491072719356,16,1
tulips,-0.6540375916093445,62,65
? sure,-0.5882530720071828,4,3
halted,-0.5437220668273015,18,12
hodling since,0.3599938307570252,14,1
gains and,0.5347826218959549,23,1
ships,-0.6668411526007956,3,3
grazing,-0.8629774896379377,1,3
in line,0.4717857232851775,19,1
coin owners,-0.8629774896379377,1,3
no2x,-1.0,0,3
run to,0.5603951215371338,184,7
potential of,0.38638169238870973,15,1
or they,0.41048491072719356,16,1
goes out,-0.6668411526007956,3,3
beat up,-0.615589775930853,6,5
buying some,0.41815284065348585,33,2
all look,-0.8629774896379377,1,3
to transfer,0.48254079329765986,122,6
cashtag sec,-0.7386001386280788,5,7
bollinger band,0.3599938307570252,14,1
number numbertag,0.7121033731689369,45,1
boat !,0.33096556093052126,13,1
so quot,-0.6668411526007956,3,3
take control,-0.5882530720071828,4,3
cashtag amazon,1.0,39,0
i watch,0.4325969275284307,17,1
s up,0.560912903467116,77,3
i won’t,0.5722646622794828,26,1
negtag_worth anything,-1.0,0,3
vast majority,-0.665267278650777,4,4
bye 👋,-1.0,0,3
settle around,-0.665267278650777,4,4
warns,-0.9211144752212642,2,12
pulls,1.0,36,0
to trigger,-0.5882530720071828,4,3
using bitcoin,-0.6010662452836936,10,8
of concept,-0.6668411526007956,3,3
hot air,-0.9232226479868434,1,6
! go,0.6298022330406485,65,2
massive gains,0.4717857232851775,19,1
money are,-0.8629774896379377,1,3
dump dump,-1.0,0,23
straight line,-0.5882530720071828,4,3
with sec,-0.8629774896379377,1,3
on kraken,0.5436535492198763,48,2
today it,0.548056428133535,24,1
any ideas,0.5206215071792827,22,1
sweating,-0.5707693837642815,7,5
target remains,-0.8920975297143242,1,4
caps,0.5347826218959549,23,1
cashtag whoa,0.3547389060198104,42,3
to swing,0.3599938307570252,14,1
after buying,-0.5882530720071828,4,3
want numbertag,0.4766574741137827,39,2
every night,0.33096556093052126,13,1
can fly,0.33096556093052126,13,1
ii,0.548056428133535,24,1
like crash,-1.0,0,4
than they,-0.6668411526007956,3,3
cashtag 🤑,1.0,28,0
usertag why,1.0,19,0
wish you,0.548056428133535,24,1
see is,0.3427868649176434,27,2
ferrari,0.3599938307570252,14,1
woot,0.5787676539369881,54,2
cashtag baggies,-1.0,0,5
to zero,-0.7058984094788393,35,45
support usertag,0.38638169238870973,15,1
cashtag shitcoin,-0.8998702086067211,2,9
straw,-0.6668411526007956,3,3
medium term,-0.7569110345086869,2,3
highs lower,-1.0,0,7
painting,-0.8700817629802696,3,10
to add,0.40838271333842774,234,14
out looks,-1.0,0,3
by june,0.3599938307570252,14,1
toppy,-0.8014929564035642,5,10
cashtag stick,-0.615589775930853,6,5
teen,-1.0,0,3
buying numbertag,0.4824565170751609,60,3
much potential,1.0,20,0
yo phenomenon,-1.0,0,3
stop ?,0.38638169238870973,15,1
stupid numbertag,-1.0,0,8
bitcoin up,0.42889982464152954,34,2
robbed,-0.6618893811456463,7,7
cripple,-0.8585038856267591,3,9
cashtag year,1.0,19,0
wolf,-0.6852727053738603,9,10
highs !,0.404593113429051,48,3
dumping their,-0.6222679317559515,7,6
stack,0.395246179217781,31,2
cashtag into,0.3851899056489805,61,4
silently,-0.5882530720071828,4,3
retail buyers,-0.7569110345086869,2,3
really have,-0.5842211290173311,8,6
hopefully we,0.5054777494347722,21,1
amp eth,0.4325969275284307,17,1
refresh,0.3599938307570252,14,1
lend,0.3125256804768438,25,2
to hand,-0.7316397223754122,3,4
discounts,0.32803603217421423,26,2
looking weak,-0.8920975297143242,1,4
cashtag trx,1.0,26,0
numbertag coin,0.3805629506245445,169,11
was nothing,-0.5882530720071828,4,3
huge drop,-0.8062277664267054,2,4
fork and,0.41048491072719356,16,1
this company,1.0,19,0
be slaughtered,-1.0,0,3
woot woot,0.38638169238870973,15,1
cashtag add,1.0,37,0
🤑🤑,0.6478987064605698,106,3
going forward,0.33096556093052126,13,1
negtag_willing to,-0.6668411526007956,3,3
to crash,-0.6239806171077806,48,44
high probability,-0.665267278650777,4,4
banking on,0.3599938307570252,14,1
see my,0.395246179217781,31,2
it got,0.32803603217421423,26,2
sec suspends,-1.0,0,3
crash linktag,-0.8629774896379377,1,3
team,0.4181327821596216,223,13
to hide,-0.9232226479868434,1,6
long hold,1.0,27,0
trillions,1.0,21,0
lining up,0.33096556093052126,13,1
eth i,0.4892415452180471,20,1
massive pump,-0.8380060981530074,2,5
trap,-0.6470267957148005,113,119
her,0.38657154843898395,220,14
will add,0.5840489525953342,55,2
have all,0.5722646622794828,26,1
pass,0.3732428972930764,212,14
support broken,-1.0,0,6
future this,0.33096556093052126,13,1
grow,0.5105475088783453,179,8
at low,0.5347826218959549,23,1
dropping and,-0.6639734443552776,5,5
believe bitcoin,-0.7165349290792797,4,5
merely warning,-1.0,0,3
enterprise,0.4892415452180471,20,1
dat,1.0,46,0
boat,0.40177471725076663,146,9
always have,0.4325969275284307,17,1
minute and,-0.6668411526007956,3,3
i ain,1.0,21,0
scam in,-0.8920975297143242,1,4
! buy,0.5572552571563167,209,8
negtag_again,-0.615589775930853,6,5
accepting bitcoin,0.621999873317919,31,1
trash,-0.7726962881948967,49,92
usertag dead,-0.9104912270549623,1,5
cmon,0.3100378216673973,127,10
only up,0.41208032184630966,49,3
turning into,-0.7316397223754122,3,4
careful here,-1.0,0,3
cashtag always,0.38734083943298825,77,5
double up,1.0,24,0
proud of,0.5605261238806303,25,1
barrier,1.0,32,0
like stock,-0.5625258061800908,10,7
and find,-0.6668411526007956,3,3
cashtag life,0.41048491072719356,16,1
are wrong,-0.5882530720071828,4,3
loosing,-0.5484319463767086,9,6
you kids,-0.6628650039744796,6,6
listed on,1.0,55,0
buy yet,-0.7741206492801359,3,5
free free,-1.0,0,3
cashtag hodling,1.0,65,0
like everyone,0.41048491072719356,16,1
cashtag prophecy,-0.9325878416259193,1,7
numbertag btcusd,-0.7063798059533952,5,6
will flow,0.548056428133535,24,1
crap tech,-1.0,0,4
wana,0.3599938307570252,14,1
like stone,-0.6668411526007956,3,3
cut your,-0.8998702086067211,2,9
updates,0.3830205283628975,30,2
smokes,-0.5508423516510951,6,4
info on,0.4325969275284307,17,1
hard lesson,-0.6668411526007956,3,3
cashtag consolidating,0.7559412512225991,56,1
now testing,-0.6668411526007956,3,3
sailing,0.38638169238870973,15,1
predictive,-1.0,0,7
fad,-0.6219716552432111,16,14
roaring,0.4325969275284307,17,1
cryptovestx,1.0,22,0
hodl this,1.0,34,0
hold your,0.5089653728522542,43,2
best way,0.6462344445572544,34,1
felt,0.32803603217421423,26,2
and want,0.3125256804768438,25,2
drop will,-0.9104912270549623,1,5
desk,0.3599938307570252,14,1
in clear,-0.7316397223754122,3,4
back over,0.5927082723901571,86,3
prices to,-0.6053849026073074,5,4
that new,0.41048491072719356,16,1
are pretty,-0.665267278650777,4,4
rally !,0.5833362974794111,27,1
pumpers and,-0.8629774896379377,1,3
bitcoin move,-0.6668411526007956,3,3
parabolic !,0.33096556093052126,13,1
good price,1.0,40,0
dip looks,-0.8629774896379377,1,3
god help,-1.0,0,7
many bag,-0.9104912270549623,1,5
market opens,-0.5625258061800908,10,7
is litecoin,0.33096556093052126,13,1
bottomed out,1.0,25,0
god aka,-1.0,0,3
overstock,0.3830205283628975,30,2
than ever,1.0,25,0
gambling,-0.5910367102170417,35,28
i p,-0.7122320795783296,8,10
read this,0.4678250592267774,38,2
some reason,0.4325969275284307,17,1
cashtag burn,-0.8998702086067211,2,9
ja,-0.8629774896379377,1,3
now let’s,0.5722646622794828,26,1
cashtag wake,0.41016603966156706,82,5
be going,0.5371557321839999,47,2
understanding,0.39688885859990947,47,3
bearish divergence,-0.8896486967897889,2,8
patch,-0.6668411526007956,3,3
this volatility,0.3599938307570252,14,1
apps,1.0,30,0
soros,-0.8629774896379377,1,3
mortgages,-0.8602936246701989,2,6
good bye,-0.6110348648530947,12,10
i did,0.3418376307437373,124,9
was right,-0.6079775438746685,18,15
hodlers quot,-1.0,0,3
bear says,-1.0,0,3
future but,-0.5508423516510951,6,4
join party,0.548056428133535,24,1
fools gold,-1.0,0,5
or will,0.41048491072719356,16,1
send me,0.3427868649176434,27,2
rsi divergence,-0.9104912270549623,1,5
i always,0.5054777494347722,21,1
reach cashtag,0.6215599404113145,63,2
cashtag 🤑🤑,0.452962109831533,18,1
warning you,-0.7316397223754122,3,4
here she,0.4491253577678456,36,2
in box,-0.8920975297143242,1,4
oh wait,-0.5749421912289943,28,21
sand,-0.5327521996266263,11,7
pressure confirm,-0.7569110345086869,2,3
first crypto,0.38638169238870973,15,1
doll,1.0,21,0
cashtag painting,-1.0,0,3
numbertag short,-0.7173635813970922,16,21
rock bottom,-0.8629774896379377,1,3
cashtag viabtc,-0.8629774896379377,1,3
bankruptcy,-0.6990181626188339,6,7
move out,-0.5882530720071828,4,3
half my,0.5206215071792827,22,1
vulnerable,-0.8380060981530074,2,5
fall below,-0.8062277664267054,2,4
us dollar,-0.6219716552432111,16,14
to bed,0.39234580910910044,94,6
asians to,-0.5882530720071828,4,3
are unloading,-1.0,0,3
my ltc,0.6130870664470991,30,1
sharing,0.38638169238870973,15,1
s goo,1.0,56,0
big fat,-0.5882530720071828,4,3
be buying,0.3213503464241862,91,7
watchers,0.8685370947722435,257,2
quicker than,-0.6053849026073074,5,4
your own,0.5651662445646842,105,4
open !,0.4325969275284307,17,1
negtag_willing,-0.6668411526007956,3,3
yacht,0.3125256804768438,25,2
imo !,0.41048491072719356,16,1
down again,-0.7356780989340388,16,23
bitcoin investor,-0.6053849026073074,5,4
negtag_safe,-0.8380060981530074,2,5
more now,0.4491253577678456,36,2
it while,0.395246179217781,31,2
ltc,0.39968578215628325,1545,88
what to,0.4264406329401676,51,3
thing with,-0.9104912270549623,1,5
cashtag verge,0.7921603085930273,69,1
it break,0.548056428133535,24,1
and ready,0.3636917683848907,43,3
up every,0.5937978566725238,28,1
cashtag fools,-0.6053849026073074,5,4
attached,-0.626915619318665,8,7
cross forming,-1.0,0,3
green in,0.4325969275284307,17,1
cashtag coins,0.40694545234051327,32,2
am out,-0.873803469581856,4,14
run cashtag,0.6857999920691883,40,1
bleed,-0.7321513404755498,21,30
up we,0.7310710320799906,154,3
handle on,0.6535759760659612,35,1
if we,0.4968858261428633,283,13
nom nom,1.0,27,0
support will,-0.665267278650777,4,4
moments,0.38638169238870973,15,1
lol usertag,1.0,19,0
choo,0.7735747494067685,127,2
outdated,-0.8042616563948105,3,6
and fast,0.3125256804768438,25,2
info at,-1.0,0,3
bashed,-0.7569110345086869,2,3
in !,0.6892641240354166,215,5
on street,-0.5574588168257721,13,9
and dads,-1.0,0,3
out now,-0.7121468944825167,44,59
circle jerk,-0.5882530720071828,4,3
thought we,0.33096556093052126,13,1
bitstamp bitcoin,-0.8629774896379377,1,3
onward,1.0,24,0
binance and,1.0,32,0
heaven,0.5605261238806303,25,1
bubble ?,-0.5574588168257721,13,9
holding cashtag,0.6780146166911872,79,2
bought it,0.41815284065348585,33,2
are cashing,-0.6668411526007956,3,3
get stuck,-0.5882530720071828,4,3
right lol,-0.5882530720071828,4,3
cashtag denial,-1.0,0,5
numbertag gmt,-0.8062277664267054,2,4
massive sell,-0.6618893811456463,7,7
was hoping,1.0,21,0
he made,-0.8629774896379377,1,3
consolidation,0.5015172623902238,426,19
bearish with,-1.0,0,3
eow !,0.3599938307570252,14,1
selloff is,-0.7741206492801359,3,5
banned,-0.6669201463415356,19,20
delusion,-0.9055223760554851,4,20
cashtag neo,0.32609428543404556,39,3
cashtag government,-0.5508423516510951,6,4
own bank,1.0,25,0
suckers !,-0.6668411526007956,3,3
than when,-0.5882530720071828,4,3
numbertag low,0.33096556093052126,13,1
along with,0.4824565170751609,60,3
back where,-0.7316397223754122,3,4
higher price,0.6462344445572544,34,1
big jump,1.0,26,0
trade price,-1.0,0,4
to confirm,0.3830205283628975,30,2
true it,-0.7569110345086869,2,3
climbing,0.8145787745820594,165,2
these bears,0.8446359791128333,100,1
on cb,0.5089653728522542,43,2
woww,0.42889982464152954,34,2
ve seen,0.3158980345165393,38,3
crypto !,0.8072125479793346,76,1
better buy,0.5235227355799386,45,2
of gains,0.452962109831533,18,1
reward,0.38253283479247663,76,5
cashtag try,0.4892415452180471,20,1
jump to,0.5206215071792827,22,1
cashtag junk,-0.9232226479868434,1,6
live !,0.33096556093052126,13,1
canadian,0.5605261238806303,25,1
we want,0.6737289119183307,38,1
up little,0.452962109831533,18,1
oct,0.6304742720550841,32,1
but people,-0.7316397223754122,3,4
was called,-0.5882530720071828,4,3
dollar spread,-0.6668411526007956,3,3
bigger drop,-0.8629774896379377,1,3
see massive,-0.5508423516510951,6,4
can remain,-0.8920975297143242,1,4
dollars in,0.37023061797052936,29,2
ve got,0.3319916680094358,53,4
bearish vs,-0.8062277664267054,2,4
my stop,-0.5938593152993882,9,7
negtag_catch falling,-1.0,0,3
sell this,-0.622696250389353,68,63
falling,-0.5594122792474802,135,102
gbp,-0.665267278650777,4,4
btc e,-0.7639719779296718,5,8
good support,1.0,27,0
cashtag almost,0.3676982022816564,148,10
river,-0.6668411526007956,3,3
gotta love,0.6737289119183307,38,1
downside,-0.7294987838398228,28,40
s break,1.0,34,0
she wants,0.6914764081612377,41,1
fall again,-0.7316397223754122,3,4
point numbertag,-0.5882530720071828,4,3
made by,-0.665267278650777,4,4
check back,0.5722646622794828,26,1
are bitcoin,-0.6053849026073074,5,4
deflationary,0.38638169238870973,15,1
bullish people,-1.0,0,3
triple top,-0.873803469581856,4,14
halts,-0.6668411526007956,3,3
were made,-0.7569110345086869,2,3
xrp and,0.6535759760659612,35,1
xrpusd finds,-0.6668411526007956,3,3
coins from,0.32803603217421423,26,2
scam artist,-1.0,0,4
high buy,-0.5882530720071828,4,3
stops numbertag,-1.0,0,4
neo is,0.6914764081612377,41,1
rainbows,-0.6668411526007956,3,3
fails,-0.5343200701456489,14,9
thing for,0.4325969275284307,17,1
partnered with,0.452962109831533,18,1
new york,0.4325969275284307,17,1
bright future,0.5347826218959549,23,1
consolidation here,1.0,23,0
beginning to,0.5605261238806303,25,1
creeping,1.0,34,0
cashtag welp,0.5347826218959549,23,1
eurusd,-1.0,0,4
gone and,-0.6639734443552776,5,5
sad but,-1.0,0,4
white man,-1.0,0,3
close below,-0.6668411526007956,3,3
into jan,1.0,23,0
heading down,-0.9232226479868434,1,6
fake coins,-1.0,0,3
vastly,-1.0,0,3
to flush,-0.9232226479868434,1,6
get up,0.395246179217781,31,2
👋,-0.5815373465259067,12,9
acceptance,0.5206215071792827,22,1
io,1.0,38,0
street’ slams,-1.0,0,3
for holding,0.33096556093052126,13,1
review,0.3599938307570252,14,1
bitcoin goes,0.6304742720550841,32,1
quot all,-0.665267278650777,4,4
real job,-0.7569110345086869,2,3
cashtag negtag_sell,0.3599938307570252,14,1
on bittrex,0.5755297362416341,194,7
link in,1.0,19,0
blub,-1.0,0,3
gov and,-0.8629774896379377,1,3
cashtag jump,0.3053484765304754,37,3
lower linktag,-0.6668411526007956,3,3
bull flags,1.0,19,0
just hodl,0.6905311055405892,127,3
btc !,0.7072345518767748,44,1
huge buys,0.6304742720550841,32,1
decline in,-1.0,0,3
this if,0.3125256804768438,25,2
second and,-0.5508423516510951,6,4
pundits,-0.5882530720071828,4,3
have bad,-0.6668411526007956,3,3
for ripple,0.5013090369084413,42,2
visit numbertag,-1.0,0,3
positive,0.6028079218773144,120,4
more panic,-0.5882530720071828,4,3
madoff,-0.8280118328088293,5,12
was your,1.0,22,0
drop !,-0.5574588168257721,13,9
hodl on,0.4717857232851775,19,1
coins here,-0.5815373465259067,12,9
quot buy,0.548056428133535,24,1
numbertag top,-0.5731991599262914,11,8
proven,0.30177283440560826,74,6
in soon,0.3125256804768438,25,2
cashtag i’d,-0.5938593152993882,9,7
support now,-0.5707693837642815,7,5
for hills,-0.8380060981530074,2,5
replacement,-0.7569110345086869,2,3
lose numbertag,-0.7741311494725722,7,12
crash to,-0.7592636715998027,13,21
hope is,-0.8768432673247062,2,7
but then,0.4717857232851775,19,1
charlie dumped,-1.0,0,4
andrew left,0.38638169238870973,15,1
plunge !,-0.8629774896379377,1,3
short linktag,-1.0,0,7
balls,0.41410298481808366,134,8
🔥🔥,0.5860930256059103,84,3
or regret,0.5054777494347722,21,1
miss it,1.0,38,0
